28	8	51	10.56	2005-02-16	17.917000	-65.433000	13.30	3.50	0.00	47
29	19	12	58.21	2005-09-01	18.101000	-66.589000	15.50	3.20	0.00	244
30	4	10	17.77	2006-01-13	18.685000	-65.038000	54.50	4.00	0.00	13
31	17	6	6.80	2006-03-08	17.968000	-66.970000	7.90	3.10	0.00	67
32	13	31	21.33	2006-04-18	17.994000	-67.072000	10.80	3.20	0.00	108
33	18	46	49.35	2006-06-03	17.972000	-65.576000	41.60	3.40	0.00	154
34	22	27	36.59	2006-06-29	18.651000	-65.157000	25.40	3.50	0.00	180
35	13	9	35.83	2006-08-14	19.022000	-64.636000	21.40	5.00	0.00	226
36	1	30	29.98	2006-08-15	19.008000	-64.728000	6.90	4.50	0.00	227
37	7	37	48.00	2006-08-22	17.951000	-66.862000	1.20	2.30	0.00	234
38	23	7	47.43	2006-10-09	17.954000	-66.814000	8.10	3.10	0.00	282
39	0	21	58.27	2007-01-03	18.229000	-66.000000	7.80	3.30	0.00	3
40	10	39	56.33	2007-01-22	18.557000	-65.028000	22.90	3.70	0.00	22
41	3	21	59.65	2007-03-15	17.988000	-67.059000	5.10	3.50	0.00	74
42	16	8	59.52	2007-04-08	18.935000	-67.731000	49.80	4.70	0.00	98
43	6	31	2.81	2007-04-17	18.543000	-65.169000	25.10	3.50	0.00	107
44	23	10	54.85	2007-04-20	18.126000	-67.075000	8.40	3.20	0.00	110
45	3	27	2.72	2007-05-01	18.042000	-67.220000	34.70	3.90	0.00	121
46	15	6	12.24	2007-05-01	18.124000	-67.060000	5.90	3.30	0.00	121
47	8	21	14.45	2007-05-08	18.121000	-67.085000	7.00	3.10	0.00	128
48	12	28	17.02	2007-06-03	18.138000	-64.853000	6.90	4.00	0.00	154
49	9	0	35.51	2007-07-28	18.133000	-67.066000	4.20	2.80	0.00	209
50	6	3	15.83	2007-09-14	18.378000	-64.448000	94.30	4.00	0.00	257
51	19	2	25.00	2007-11-29	15.090000	-61.380000	146.00	5.10	0.00	333
52	1	57	23.95	2007-12-19	19.198000	-64.648000	8.50	0.00	0.00	353
53	3	34	13.43	2007-12-28	19.225000	-64.678000	14.40	4.90	0.00	362
54	5	8	34.12	2008-01-23	18.100000	-67.268000	17.02	3.20	0.00	23
55	7	43	56.13	2008-02-04	19.028000	-66.902000	14.50	5.00	0.00	35
56	21	15	5.14	2008-03-28	17.918000	-66.944000	7.30	3.00	0.00	88
57	1	5	51.30	2008-05-07	18.054000	-66.093000	8.00	2.70	0.00	128
58	15	6	2.06	2008-05-13	17.927000	-66.949000	6.80	3.10	0.00	134
59	10	40	16.02	2008-10-11	19.282000	-64.832000	25.80	6.10	0.00	285
60	7	48	38.87	2009-02-14	18.674000	-68.919000	121.60	4.80	0.00	45
61	2	5	38.46	2009-03-12	19.070000	-66.367000	15.00	5.00	0.00	71
62	8	34	39.67	2009-05-02	18.172000	-67.023000	21.00	3.50	0.00	122
63	3	36	9.49	2009-05-20	19.002000	-65.497000	18.60	4.30	0.00	140
64	15	8	43.61	2009-09-13	18.211000	-67.337000	25.70	3.50	0.00	256
65	5	42	25.30	2009-10-19	17.962000	-65.805000	13.30	3.00	0.00	292
66	4	23	17.75	2009-10-23	18.384000	-66.113000	1.80	2.80	0.00	296
67	18	39	40.84	2010-02-13	18.196000	-66.869000	15.80	2.80	0.00	44
68	22	11	23.15	2010-03-28	18.562000	-66.932000	11.70	3.50	0.00	87
69	20	16	39.97	2010-04-18	18.223000	-68.481000	90.30	4.90	0.00	108
70	5	16	10.91	2010-05-16	18.400000	-67.070000	113.10	5.80	0.00	136
71	16	56	18.13	2010-10-29	18.131000	-67.729000	50.80	4.00	0.00	302
72	12	32	5.15	2010-11-08	18.232000	-67.214000	26.50	3.38	0.00	312
73	4	35	40.27	2010-11-13	18.207000	-68.450000	102.40	5.53	0.00	317
74	23	43	44.86	2010-12-24	18.260000	-66.135000	102.90	5.40	0.00	358
75	23	41	23.47	2011-02-16	17.829000	-67.044000	11.60	3.91	0.00	47
76	13	42	33.64	2011-03-16	19.033000	-67.919000	56.00	5.37	0.00	75
77	4	28	57.68	2011-04-13	18.959000	-64.264000	31.10	5.14	0.00	103
78	8	2	47.94	2011-09-14	17.980000	-66.837000	8.90	2.60	0.00	257
79	1	50	15.87	2011-09-18	18.132000	-66.048000	19.50	2.91	0.00	261
80	4	37	48.82	2011-09-21	18.123000	-66.088000	8.00	3.26	0.00	264
81	19	27	9.99	2011-09-27	18.922000	-64.352000	19.00	4.60	0.00	270
82	10	35	57.46	2011-11-28	19.098000	-66.747000	15.00	5.20	0.00	332
83	6	6	12.28	2011-12-17	18.188000	-67.370000	14.00	5.10	0.00	351
84	6	9	9.39	2011-12-17	18.172000	-67.371000	17.00	5.30	0.00	351
85	6	14	20.45	2011-12-17	18.186500	-67.319800	7.00	3.02	0.00	351
86	5	34	53.08	2012-04-12	18.172300	-67.359800	17.00	3.59	0.00	103
